id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,price_change_percentage_24h,price_change_percentage_7d_in_currency,circulating_supply,volume_to_mcap,volume_to_mcap_capped,norm_24h,norm_7d,norm_volume_to_mcap,norm_rank_strength,rank_penalty,final_score
build-on,b,BUILDon,0.239301,239148084,153,4864352.0,0.6312,32.29598363013694,1000000000.0,0.020340334401341052,0.020340334401341052,0.4976591651066173,0.6729249623839966,0.01249196702331349,0.696,0.0,0.502576975613513
ripple,xrp,XRP,1.43,87655600728,4,2891659298.0,-0.56698,4.5903823813114375,61227832454.0,0.03298887092192743,0.03298887092192743,0.47334937916899394,0.48805718306502993,0.02093345644812961,0.994,0.0,0.5004569784142504
just,jst,JUST,0.059254,522235372,96,30731768.0,1.76703,12.036346838130747,8815108920.581306,0.05884658460093737,0.05884658460093737,0.5207039364778058,0.5377409600622354,0.03819060048341175,0.81,0.0,0.49682185577858257
conflux-token,cfx,Conflux,0.061738,320388142,127,13924872.0,1.68214,19.118841255931894,5189835932.13,0.043462507423261625,0.043462507423261625,0.5189816095083648,0.5849994549528085,0.027923442334756274,0.748,0.0,0.4962001711487754
aave,aave,Aave,111.14,1687867323,49,392360449.0,-1.85312,3.246117437124321,15184035.409421552,0.23245929561727763,0.23245929561727763,0.447254979257616,0.4790874706658543,0.15405774935654887,0.904,0.0,0.4953782294463722
fetch-ai,fet,Artificial Superintelligence Alliance,0.203725,460437311,103,104666462.0,-6.41862,28.377807739801636,2260092822.776148,0.22731967957305702,0.22731967957305702,0.3546258853833907,0.6467806289937184,0.15062762806035862,0.796,0.0,0.4938274450716651
bitcoin-cash,bch,Bitcoin Cash,452.55,9054364209,15,205561148.0,0.887,-0.7814883999690412,20009778.02165078,0.022702990873249066,0.022702990873249066,0.5028490725018702,0.4522129574441958,0.014068777082692618,0.972,0.0,0.4935079703087419
sosovalue,soso,SoSoValue,0.435431,135417675,216,3671987.0,5.51057,24.095491580577225,312001548.0,0.027116009782327158,0.027116009782327158,0.5966563443371679,0.6182065413358624,0.017013975714318126,0.57,0.0,0.4934545082172297
fartcoin,fartcoin,Fartcoin,0.190972,190976366,180,78432868.0,-5.12978,27.89864283417688,999978899.994322,0.4106941065157769,0.4106941065157769,0.3807750653962823,0.643583363890721,0.27300963512491383,0.642,0.0,0.4924647644165111
litecoin,ltc,Litecoin,55.03,4234525831,24,369374933.0,-0.75333,1.8772696241898819,76952601.98347135,0.0872293493396333,0.0872293493396333,0.46956853771823026,0.469953727162867,0.057132934879078126,0.954,0.0,0.4923319784969278
tron,trx,TRON,0.299458,28376867942,8,497805938.0,-0.96301,3.444885378383463,94751135203.8969,0.017542666760034076,0.017542666760034076,0.46531435561253587,0.48041376521439566,0.010624835456763826,0.986,0.0,0.4921371937425476
ethereum,eth,Ethereum,2111.55,254695003204,2,26191464596.0,-2.95202,3.2595996192558574,120691801.1632979,0.10283462284896785,0.10283462284896785,0.4249594779415748,0.47917743157479264,0.06754771694386548,0.998,0.0,0.49149885146363753
aethir,ath,Aethir,0.00668486,122652184,240,37491670.0,4.18856,15.219291426734097,18367688543.0,0.30567470368077587,0.30567470368077587,0.5698341806327183,0.5589794054042352,0.20292088003539877,0.522,0.0,0.4909665178301122
pepe,pepe,Pepe,3.37e-06,1417551060,55,333468794.0,-2.2827,2.933029237745371,420690000000000.0,0.23524288006951932,0.23524288006951932,0.4385392622175351,0.476998365302995,0.15591548196288138,0.892,0.0,0.48989686025382834
solana,sol,Solana,87.34,49896733607,7,3729856080.0,-1.77069,0.6206727712050174,571567794.5638305,0.07475150797199157,0.07475150797199157,0.44892739546790017,0.4615689869212034,0.04880536545805884,0.988,0.0,0.48851242840853965
dogecoin,doge,Dogecoin,0.092333,14169289607,10,1167531120.0,-1.54038,-1.3319859901864362,153475526383.7052,0.08239870539615543,0.08239870539615543,0.45360013812701155,0.44853971945488313,0.05390901804905184,0.982,0.0,0.485817583285938
stellar,xlm,Stellar,0.163957,5410549656,21,89572798.0,-1.44336,3.9249605011289947,32999794590.32789,0.01655521226030496,0.01655521226030496,0.4555685697747341,0.48361710381192957,0.009965819553747403,0.96,0.0,0.4846609209911683
figure-heloc,figr_heloc,Figure Heloc,1.024,16226287030,9,39021514.0,-0.74329,-0.2751553189359694,15843541913.347,0.002404833214638383,0.002404833214638383,0.4697722385401549,0.4555915043107895,0.0005220175078173963,0.984,0.0,0.48389853077749356
htx-dao,htx,HTX DAO,1.67e-06,1529711370,52,17136047.0,-0.11479,4.587074270533317,916533066327098.8,0.011202143970466795,0.011202143970466795,0.4825238288369353,0.4880351094385527,0.006393242656377421,0.898,0.0,0.48156894173753295
ether-fi,ethfi,Ether.fi,0.530489,418337434,112,204868525.0,-1.97353,-6.371932836418706,788764625.0,0.4897207573348552,0.4897207573348552,0.4448119896193736,0.41491028210823516,0.3257511231288524,0.778,0.0,0.48104812347386355
avalanche-2,avax,Avalanche,9.38,4050483548,27,306863017.0,-1.39236,-1.0710974936601863,431771961.1772119,0.0757596008880271,0.0757596008880271,0.4566033050255468,0.450280518240281,0.049478155205402,0.948,0.0,0.4797032810172316
cardano,ada,Cardano,0.264196,9731150594,13,446752848.0,-2.32823,0.8311189952111999,36840276194.44106,0.04590956060997117,0.04590956060997117,0.4376155073946036,0.46297320571973005,0.029556577801768676,0.976,0.0,0.47944910808651053
bitcoin,btc,Bitcoin,69496.0,1389850369090,1,48613420549.0,-2.47939,-1.2147875515064486,20003043.0,0.03497744910542383,0.03497744910542383,0.43454863326690063,0.4493217351528583,0.022260610912132908,1.0,0.0,0.47785899315544955
chainlink,link,Chainlink,8.94,6325597044,17,398375711.0,-2.14933,-1.0931300979810452,708099970.4525867,0.06297835733590873,0.06297835733590873,0.44124519634304277,0.4501335039742187,0.040948098616989295,0.968,0.0,0.47720917177309735
