id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,price_change_percentage_24h,price_change_percentage_7d_in_currency,circulating_supply,volume_to_mcap,volume_to_mcap_capped,norm_24h,norm_7d,norm_volume_to_mcap,norm_rank_strength,rank_penalty,final_score
aave,aave,Aave,111.13,1688211659,49,392611470.0,-1.86645,3.232093174507759,15184035.409421552,0.2325605725484449,0.2325605725484449,0.4607636950405419,0.4798925006318122,0.15403538942705622,0.904,0.0,0.4999385026993872
aethir,ath,Aethir,0.00672247,122652184,240,37614222.0,4.77474,15.867541698707408,18367688543.0,0.30667388686694724,0.30667388686694724,0.5894573800839188,0.5640580978638656,0.2035030323989871,0.522,0.0,0.4988743368178314
conflux-token,cfx,Conflux,0.061672,320167396,127,13930639.0,1.57441,18.99263244015541,5189835932.13,0.04351048599589447,0.04351048599589447,0.5274410455030876,0.5848745436081207,0.027852094679171657,0.748,0.0,0.49885687468567513
bitcoin-cash,bch,Bitcoin Cash,452.71,9054364209,15,208191588.0,0.92475,-0.7443678303438107,20009778.02165078,0.022993507130302803,0.022993507130302803,0.5148518650361411,0.4534050186320783,0.014157840216011528,0.972,0.0,0.4977225136400707
litecoin,ltc,Litecoin,55.04,4234525831,24,369991154.0,-0.73238,1.8987774116730984,76952601.98347135,0.08737487236265722,0.08737487236265722,0.48273982392665155,0.47101119204486613,0.05712980036439892,0.954,0.0,0.4968634653355801
ethereum,eth,Ethereum,2112.42,254695003204,2,26081993355.0,-2.91208,3.3020970909153506,120691801.1632979,0.10240480977991319,0.10240480977991319,0.44050136586581473,0.48035880156460015,0.06716167634895019,0.998,0.0,0.4967571792892518
fartcoin,fartcoin,Fartcoin,0.190652,190976366,180,78402450.0,-5.2887,27.68440133139735,999978899.994322,0.4105348302627143,0.4105348302627143,0.39444697113417915,0.642771017827717,0.2728260159124513,0.642,0.0,0.4965630189754937
tron,trx,TRON,0.299418,28376867942,8,497484479.0,-0.97608,3.4312286985508216,94751135203.8969,0.0175313385542343,0.0175313385542343,0.4780173794483169,0.48121895614141313,0.010512063374724033,0.986,0.0,0.4964234196733357
sosovalue,soso,SoSoValue,0.435057,135738504,216,3889471.0,5.42007,23.989051378215574,312001548.0,0.02865414665244874,0.02865414665244874,0.6019626533510656,0.6181560360013646,0.017936088395156986,0.57,0.0,0.49530335578387863
pepe,pepe,Pepe,3.37e-06,1418682355,55,333666992.0,-2.28557,2.930001974505757,420690000000000.0,0.23519499683916206,0.23519499683916206,0.4526419431744787,0.4778802502381661,0.1557937612047605,0.892,0.0,0.4946523739041399
solana,sol,Solana,87.38,49920013541,7,3735458586.0,-1.72832,0.6640690420696902,571567794.5638305,0.0748288776590979,0.0748288776590979,0.4634403928484711,0.46278671412973266,0.04875585578466677,0.988,0.0,0.4935129939916706
dogecoin,doge,Dogecoin,0.092333,14169289607,10,1156650273.0,-1.54081,-1.332408545857606,153475526383.7052,0.08163078778688979,0.08163078778688979,0.46707398154002844,0.44948803872248566,0.053295855983318915,0.982,0.0,0.4903033397865522
stellar,xlm,Stellar,0.163918,5410549656,21,89380098.0,-1.46708,3.8999481946054937,32999794590.32789,0.016519596655190552,0.016519596655190552,0.4685027293093662,0.4843411291489002,0.009836766533638828,0.96,0.0,0.4889938300997222
figure-heloc,figr_heloc,Figure Heloc,1.024,16226287030,9,39021514.0,-0.74329,-0.2751553189359694,15843541913.347,0.002404833214638383,0.002404833214638383,0.4825284087881262,0.4565304756489588,0.00041573220356048567,0.984,0.0,0.4882430653035289
htx-dao,htx,HTX DAO,1.67e-06,1528179224,52,17143112.0,-0.06382,4.640445903583186,916533066327098.8,0.011217998341273091,0.011217998341273091,0.49569525060057595,0.4892736356448674,0.006298163854956744,0.898,0.0,0.4861382403795368
ether-fi,ethfi,Ether.fi,0.530472,418337434,112,204956898.0,-1.9766,-6.374862511145005,788764625.0,0.4899320054633217,0.4899320054633217,0.4586291966437895,0.4158999038263853,0.3258204225439595,0.778,0.0,0.48577899013184095
cardano,ada,Cardano,0.264275,9731150594,13,447326220.0,-2.29879,0.8615043240460378,36840276194.44106,0.04596848190550158,0.04596848190550158,0.45238576461065605,0.46410184420923817,0.029492707640567124,0.976,0.0,0.4845026853134835
avalanche-2,avax,Avalanche,9.38,4051588622,27,306762555.0,-1.37843,-1.0571242580491311,431771961.1772119,0.07571414169106135,0.07571414169106135,0.4702205984230484,0.45132172641846463,0.04934673375945094,0.948,0.0,0.484349521497616
bitcoin,btc,Bitcoin,69538.0,1389850369090,1,47342120744.0,-2.42087,-1.1555092294620106,20003043.0,0.03406274646312977,0.03406274646312977,0.4500200854070652,0.45066637731377995,0.021546110249840503,1.0,0.0,0.48308464036936616
chainlink,link,Chainlink,8.94,6325597044,17,396468932.0,-2.14567,-1.0894276931019973,708099970.4525867,0.06267691875442201,0.06267691875442201,0.45535294023036305,0.45110655100156793,0.040644914180804216,0.968,0.0,0.48196099072673126
aptos,apt,Aptos,0.93904,745105770,81,96343671.0,-0.88577,3.234337981764469,793526458.7602051,0.1293020063446831,0.1293020063446831,0.4797674162182734,0.47990745344833236,0.08511446835193467,0.84,0.0,0.4808184135276955
binancecoin,bnb,BNB,635.57,86620942342,5,1138155640.0,-1.97658,-1.730511422507651,136357731.13,0.013139497322787045,0.013139497322787045,0.4586295842059133,0.4468362479048604,0.007580686792468006,0.992,0.0,0.4805768649399946
bittensor,tao,Bittensor,245.8,2359912921,40,303176895.0,-8.12764,17.091400187893463,9597491.0,0.12846952627028732,0.12846952627028732,0.33943369034910237,0.5722103039745219,0.08455882153624265,0.922,0.0,0.479902459980593
aster-2,aster,Aster,0.684721,1680721691,50,192482655.0,-0.97678,-2.796356044910206,2455859719.12999,0.11452381202117776,0.11452381202117776,0.47800381477398435,0.4397365830984014,0.07525062071150505,0.902,0.0,0.47882730738526635
ethereum-classic,etc,Ethereum Classic,8.29,1292907608,59,44343076.0,-0.40477,1.811502936323452,155962582.4242165,0.03429717307379322,0.03429717307379322,0.48908828529533105,0.4704298507235154,0.021702580541124245,0.884,0.0,0.4783436710089629
canton-network,cc,Canton,0.144954,5519805336,20,10913072.0,-1.36025,-1.3013016619995017,38073007596.16518,0.0019770755190994293,0.0019770755190994293,0.4705728923935701,0.44969524382905,0.00013022122410973608,0.962,0.0,0.4779153385349972
tether-gold,xaut,Tether Gold,4612.18,2605055262,35,995808247.0,-5.0985,-9.701916180993923,564598.641692,0.3822599318816293,0.3822599318816293,0.3981326869313858,0.39373816903639175,0.2539536636091627,0.932,0.0,0.4776355699786103
hyperliquid,hype,Hyperliquid,39.58,9427270510,14,534799094.0,-5.55594,6.5215492650108935,238385315.9541414,0.05672894327501376,0.05672894327501376,0.3892683660361483,0.501803795343319,0.03667488085917051,0.974,0.0,0.4765084942892138
shiba-inu,shib,Shiba Inu,5.66e-06,3339506995,31,143319086.0,-1.11429,-3.57858505522875,589243650032071.6,0.04291624069498318,0.04291624069498318,0.4753391313918925,0.4345261015156063,0.027455459949588548,0.94,0.0,0.4754083352910134
zcash,zec,Zcash,234.62,3901254517,29,397704941.0,-7.71905,12.876558829218364,16611447.0405448,0.10194283384151734,0.10194283384151734,0.3473513907569921,0.5441349539375339,0.06685332607488231,0.944,0.0,0.47522652991697645
zebec-network,zbcn,Zebec Network,0.00212593,208222256,167,6900806.0,4.74345,5.648087935963811,97951717939.67068,0.03314153891407266,0.03314153891407266,0.5888510391412554,0.49598560897046867,0.020931241429590918,0.668,0.0,0.4745956386736687
helium,hnt,Helium,1.27,234945064,157,6080899.0,2.73638,10.052713697555879,184793970.4178687,0.025882216448692874,0.025882216448692874,0.5499578235518789,0.5253251260519618,0.01608593697603101,0.688,0.0,0.47407951000787535
polkadot,dot,Polkadot,1.51,2537145479,37,192879396.0,-2.97077,0.6151689229069609,1675213567.652217,0.0760222058988995,0.0760222058988995,0.4393640648135642,0.46246098705117533,0.04955235417173312,0.928,0.0,0.4738542206066052
crypto-com-chain,cro,Cronos,0.074802,3160975835,33,11138606.0,-1.44135,-0.6698712226011395,42283145437.14655,0.003523787140878285,0.003523787140878285,0.46900132798161714,0.45390124569282847,0.0011625887412049932,0.936,0.0,0.47366006463538296
sui,sui,Sui,0.943939,3682022443,30,384036955.0,-3.13786,-2.317727787784255,3899984688.415443,0.1043005470349872,0.1043005470349872,0.4361261770503925,0.44292475904925827,0.06842700437489138,0.942,0.0,0.47315466515838356
whitebit,wbt,WhiteBIT Coin,54.79,11692235928,11,77607849.0,-3.31723,0.026178457054475773,213418274.0,0.006637554140876381,0.006637554140876381,0.43265032614321625,0.4585376807888359,0.0032409024108883966,0.98,0.0,0.4725927710364398
tezos,xtz,Tezos,0.385271,415351475,113,15656769.0,0.32684,6.976477176910939,1078963058.189684,0.03769522908279067,0.03769522908279067,0.5032655015644913,0.5048341016541132,0.02397064563843356,0.776,0.0,0.4720099072117892
near,near,NEAR Protocol,1.33,1718190745,48,215456639.0,-3.69565,1.1347415441747404,1290602033.0,0.12539739235995012,0.12539739235995012,0.4253172631990579,0.46592189624570635,0.08250829627184245,0.906,0.0,0.4719295864263421
lighter,lit,Lighter,1.17,291899018,133,29941488.0,0.53276,6.213259405461879,250000000.0,0.10257481578783523,0.10257481578783523,0.5072558411909939,0.4997502552493656,0.06727514849063353,0.736,0.0,0.47155647248424176
ape-and-pepe,apepe,Ape and Pepe,1.28e-06,268371532,143,20100233.0,-1.92974,17.42741434784632,210000000000000.0,0.07489703863224956,0.07489703863224956,0.45953725469982054,0.5744485175525119,0.048801350480397084,0.716,0.0,0.4713707198561676
bitget-token,bgb,Bitget Token,2.13,1487984216,54,15159061.0,-0.59933,-1.3444950922202912,699992035.9787906,0.010187649060384926,0.010187649060384926,0.4853180809551391,0.4494075294005459,0.00561044733826823,0.894,0.0,0.46993392524669664
euro-coin,eurc,EURC,1.15,433485074,109,54667094.0,0.16964,0.18784110659638154,375662236.8911921,0.12611067203665702,0.12611067203665702,0.500219263271532,0.45961452688755183,0.08298438163802695,0.784,0.0,0.46969171100800067
midnight-3,night,Midnight,0.04449828,738804369,82,340187544.0,-5.79404,-7.524046111136627,16607399400.63495,0.46045686554406395,0.46045686554406395,0.3846544389524738,0.4082451123215699,0.30614695750625376,0.838,0.0,0.46826940651238824
vechain,vet,VeChain,0.00716565,616184137,87,13748034.0,-0.08096,1.8917956387345587,85985041177.0,0.022311567556631207,0.022311567556631207,0.49536310986049115,0.47096468597205166,0.013702673102396213,0.828,0.0,0.467872082105404
nexo,nexo,NEXO,0.885713,884489058,72,6813759.0,-0.14511,-0.6373491786027401,1000000000.0,0.007703610280275508,0.007703610280275508,0.494120004348447,0.4541178772790433,0.003952451812999883,0.858,0.0,0.466665205901556
rain,rain,Rain,0.00870454,4160591983,25,20396578.0,-2.74423,-1.870072656819605,478086731722.11755,0.004902325939034527,0.004902325939034527,0.44375398098969027,0.4459066208628277,0.002082707693072233,0.952,0.0,0.46654814756030216
hedera-hashgraph,hbar,Hedera,0.092135,3988994436,28,81995673.0,-2.97893,-1.5339025157140098,43303446051.94626,0.020555474397257346,0.020555474397257346,0.4392059394670594,0.4481458734420731,0.012530551868416137,0.946,0.0,0.4664451619983958
beldex,bdx,Beldex,0.080484,611993313,88,12507991.0,0.25585,0.20019820101883343,7606342236.723518,0.020438117107335126,0.020438117107335126,0.5018898498061123,0.4596968383488448,0.012452220618877395,0.826,0.0,0.4659552031540073
mantle,mnt,Mantle,0.732629,2402919973,39,56491406.0,-3.95856,3.2832551585108805,3277944055.53684,0.023509482893627767,0.023509482893627767,0.4202225653008267,0.4802332941486354,0.014502233191511704,0.924,0.0,0.46595161111532724
xdce-crowd-sale,xdc,XDC Network,0.03209206,639723398,86,19771210.0,0.84145,-2.6584378599715306,19938670955.37,0.030905872853504726,0.030905872853504726,0.5132376687905716,0.4406552656748286,0.019439024659829905,0.83,0.0,0.4659316581542009
dogwifcoin,wif,dogwifhat,0.17156,171402104,194,73224977.0,-2.32258,4.437473680403263,998926392.0,0.427211657798553,0.427211657798553,0.4519247594644124,0.4879216236167437,0.28395712451328986,0.614,0.0,0.4649046925260273
kucoin-shares,kcs,KuCoin,7.89,1041929452,66,1856693.0,-0.78241,-0.5250733607327879,132155021.7355671,0.00178197573399624,0.00178197573399624,0.4817703372740004,0.45486575427348813,0.0,0.87,0.0,0.4646262342097266
pax-gold,paxg,PAX Gold,4615.51,2313201546,41,701140497.0,-5.27448,-10.275369515746814,501150.394,0.3031039375762202,0.3031039375762202,0.3947225278041912,0.38991835667977043,0.20112023548097777,0.92,0.0,0.4634883582878484
filecoin,fil,Filecoin,0.885386,675056575,85,68877137.0,-2.90605,3.116293631439291,762426361.0,0.10203165119901247,0.10203165119901247,0.44061821584613625,0.4791211518599115,0.06691260807260001,0.832,0.0,0.4631784440818051
algorand,algo,Algorand,0.087976,782234998,78,35346381.0,-1.82105,1.66185784231929,8891127907.567999,0.04518639678660862,0.04518639678660862,0.46164346106153653,0.4694330543940789,0.02897069742160976,0.846,0.0,0.4629705493938051
ylds,ylds,YLDS,0.999996,570562951,92,8589210.0,0.01443,0.016557238341029862,570565015.56,0.015053921718797336,0.015053921718797336,0.49721158740988936,0.4584735931850151,0.008858487729983888,0.818,0.0,0.4618443137180662
cosmos,atom,Cosmos Hub,1.85,924353508,70,32529162.0,-2.54171,2.166431379463006,498869084.430516,0.035191257152669346,0.035191257152669346,0.44767843505514915,0.47279405365103877,0.022299345540873962,0.862,0.0,0.4615091975103167
monero,xmr,Monero,340.28,6283640364,18,87225015.0,-3.80628,-3.1144926267634343,18446744.07370955,0.013881286952659852,0.013881286952659852,0.4231734633113346,0.4376174533055999,0.00807580140052795,0.966,0.0,0.46135438850340216
gho,gho,GHO,1.0,583984702,91,3306421.0,-0.03549,0.015075109017862446,584000000.0,0.005661828107271207,0.005661828107271207,0.49624423234891907,0.458463720619002,0.0025896447048658067,0.82,0.0,0.4608034065842306
render-token,render,Render,1.64,850481645,75,62313563.0,-3.6267,3.640269735940372,518743261.0140742,0.07326855713623308,0.07326855713623308,0.42665338362081073,0.48261139296106403,0.0477144048759252,0.852,0.0,0.4603010935246452
adi-token,adi,ADI,3.27,318015013,128,2214456.0,4.04998,-5.731589478921133,97364999.92,0.0069633693677222715,0.0069633693677222715,0.5754129038421553,0.4201847900207063,0.003458370911179274,0.746,0.0,0.4600100729997138
uniswap,uni,Uniswap,3.53,2238610784,42,264248531.0,-2.93718,-8.524768218293858,633561603.6037512,0.11804130172545439,0.11804130172545439,0.440014975400463,0.4015792330968716,0.07759840297503769,0.918,0.0,0.45884627459271643
ondo-finance,ondo,Ondo,0.254423,1239099131,60,49951891.0,-3.24008,0.4806005536841326,4869330647.0,0.04031307080304941,0.04031307080304941,0.4341453470357214,0.4615646178291021,0.025717949220327965,0.882,0.0,0.45842512725982054
kite-2,kite,Kite,0.192739,346402336,120,215328616.0,-2.84515,-23.70018332208795,1800000000.0,0.621614214518461,0.621614214518461,0.44179834251306516,0.3004947426643442,0.41371297684669667,0.762,0.0,0.45839222823588954
akash-network,akt,Akash Network,0.499349,130437253,224,28395223.0,-1.68066,17.42605457815031,261246226.64488,0.21769258664163987,0.21769258664163987,0.4643639533894536,0.574439460032445,0.14411160953254518,0.554,0.0,0.45766839281021676
lombard-protocol,bard,Lombard,0.597447,134165731,217,253540235.0,-5.83071,-48.557757372721085,225000000.0,1.8897540609680723,1.5,0.3839438437985119,0.13491672129813803,1.0,0.568,0.0,0.4569370464049652
arbitrum,arb,Arbitrum,0.098439,594628714,90,54268492.0,-2.52005,0.3535279385386452,6040824145.0,0.09126449954786409,0.09126449954786409,0.4480981648352095,0.46071817834378626,0.059725969361306065,0.822,0.0,0.456757540735438
sky,sky,Sky,0.071394,1647594875,51,16162626.0,0.27853,-11.611600200927166,23071974836.76821,0.009809830222978813,0.009809830222978813,0.5023293452544858,0.38101763159331187,0.005358268528984973,0.9,0.0,0.4560151682946463
neo,neo,NEO,2.71,190999068,179,21196350.0,0.95115,5.756928886181833,70530000.0,0.11097619596761593,0.11097619596761593,0.5153634470395388,0.4967106060737262,0.07288273032699319,0.644,0.0,0.45584837633362896
pudgy-penguins,pengu,Pudgy Penguins,0.00699601,439540876,108,102407037.0,-4.22308,0.24680741610128332,62860396090.0,0.23298637872305647,0.23298637872305647,0.41509666865163064,0.4600073055567494,0.15431959784513355,0.786,0.0,0.45581065324767067
polygon-ecosystem-token,pol,POL (ex-MATIC),0.094536,1003017811,68,45723486.0,-2.17579,-3.021442161436317,10610558433.01956,0.04558591632028357,0.04558591632028357,0.45476927167194103,0.43823726889599857,0.029237360568898137,0.866,0.0,0.45546007250622234
pancakeswap-token,cake,PancakeSwap,1.4,462594120,102,24985613.0,-1.83748,1.7348094432025487,329524309.8496519,0.05401195544811508,0.05401195544811508,0.4613250787768462,0.4699189900571948,0.03486140125680772,0.798,0.0,0.4544747744519746
usx,usx,USX,0.999845,365006768,117,13131699.0,0.01301,0.018295756974562496,365095672.147034,0.03597659043955043,0.03597659043955043,0.49718407049910057,0.45848517357797147,0.022823523780730492,0.768,0.0,0.4543526889136351
bonk,bonk,Bonk,5.88e-06,517007269,97,60660824.0,-2.83369,-0.16618498569116738,87994756336304.3,0.11733069849739386,0.11733069849739386,0.44202041560999467,0.45725633458151344,0.07712410403019042,0.808,0.0,0.4541057720950866
falcon-finance-ff,ff,Falcon Finance,0.070726,165489171,196,68621175.0,-1.02706,-4.243532241888024,2340000000.0,0.4146565880132423,0.4146565880132423,0.477029483594786,0.4300968422783292,0.2755771226831413,0.61,0.0,0.4532823695167957
curve-dao-token,crv,Curve DAO,0.23283,346221757,119,43241058.0,-2.63882,0.9497833012518754,1487368647.0,0.12489410941323367,0.12489410941323367,0.4457966271631053,0.46468987658698346,0.08217237523861165,0.764,0.0,0.44965291121123885
ethereum-name-service,ens,Ethereum Name Service,6.16,236661138,155,28749507.0,-0.89379,2.8642541521952176,38380013.53099827,0.12147962797339376,0.12147962797339376,0.47961200380663516,0.477442299442761,0.07989334682983736,0.692,0.0,0.4494893334803223
flare-networks,flr,Flare,0.00832426,709317445,84,3638812.0,-0.31371,-6.369718879229261,85276814430.57133,0.005130019042461306,0.005130019042461306,0.4908528556449295,0.41593416591461285,0.0022346836403235207,0.834,0.0,0.4490554066360195
apenft,nft,AINFT,3.32118e-07,328640955,124,9111127.0,-0.15664,-0.49693340517401785,990105667256391.5,0.027723650571791943,0.027723650571791943,0.4938965747840843,0.455053196465283,0.017315019855341056,0.754,0.0,0.4484795664444533
vaulta,a,Vaulta,0.080834,131111611,221,13636533.0,2.08024,6.992395377428634,1629604279.6281,0.1040070585357997,0.1040070585357997,0.5372430729568257,0.5049401338896026,0.06823111265924386,0.56,0.0,0.4476814237917289
jupiter-exchange-solana,jup,Jupiter,0.158172,552922068,95,18995959.0,-1.98694,-1.5997929309738474,3497363517.1,0.03435558119195922,0.03435558119195922,0.458428827025792,0.4477069728251625,0.02174156560018774,0.812,0.0,0.44732279830383603
floki,floki,FLOKI,2.915e-05,281349731,136,26035434.0,-0.99823,-0.25033474809064066,9654483246699.0,0.09253761824282676,0.09253761824282676,0.4775881543962237,0.4566958071894132,0.060575724653488185,0.73,0.0,0.44674058200124345
axie-infinity,axs,Axie Infinity,1.17,197763120,176,40561716.0,-2.35765,4.741333082368835,169438134.0261212,0.20510252872224102,0.20510252872224102,0.4512451692803533,0.4899456521260623,0.13570825453648785,0.65,0.0,0.4458096356240996
sei-network,sei,Sei,0.062989,424190128,110,35472756.0,-2.81306,0.2468667626245289,6733333333.0,0.08362466181674082,0.08362466181674082,0.4424201859406801,0.46000770086804876,0.05462668634148916,0.782,0.0,0.4458095733029003
injective-protocol,inj,Injective,2.98,297795746,131,37018175.0,-2.34187,-0.0977736960430761,100000000.0,0.12430726596074344,0.12430726596074344,0.4515509557960206,0.4577120269172164,0.08178068094379916,0.74,0.0,0.4445304364997754
decred,dcr,Decred,26.38,457135723,104,1426924.0,-0.70823,-3.3524278638175744,17329245.69019097,0.0031214449630750036,0.0031214449630750036,0.48320780519112333,0.43603255022195725,0.0008940415930017841,0.794,0.0,0.444397190214487
okb,okb,OKB,88.06,1848928844,44,24731908.0,-3.61132,-7.159270672584086,21000000.0,0.013376343865399723,0.013376343865399723,0.42695141889400234,0.41067490676713775,0.007738772290557453,0.914,0.0,0.4440199050885224
gatechain-token,gt,Gate,6.72,1133103428,61,2814494.0,-3.44187,-3.960854306944777,115180573.04885802,0.0024838809330651854,0.0024838809330651854,0.4302350389877807,0.4319797795696532,0.00046849336191427665,0.88,0.0,0.4433534751521304
bnb48-club-token,koge,KOGE,48.0,162230797,198,35078677.0,-0.03514,0.00482414287632213,3379998.56,0.2162269904893582,0.2162269904893582,0.49625101468608535,0.45839543822397216,0.14313338331410166,0.606,0.0,0.44328296516327725
virtual-protocol,virtual,Virtuals Protocol,0.693434,454930330,106,61954319.0,-4.24519,-0.7023019977104022,656301970.3333926,0.13618419110460275,0.13618419110460275,0.414668218723785,0.4536852220550018,0.08970804862426607,0.79,0.0,0.4429468453604796
btse-token,btse,BTSE Token,1.6,259996211,147,5396073.0,1.40548,-3.289768928166837,162061501.0,0.020754429378972757,0.020754429378972757,0.5241675020245277,0.436449925729512,0.012663346280506381,0.708,0.0,0.44254798069719364
jito-governance-token,jto,Jito,0.291171,130582406,223,16234503.0,1.52678,5.088870487402551,449054312.8,0.12432381587455205,0.12432381587455205,0.5265180663052907,0.49226062283716276,0.08179172734261465,0.556,0.0,0.4420864789905125
dash,dash,Dash,31.42,396338645,114,62416106.0,-3.79332,-2.6339880486746226,12630703.26043733,0.15748175654180782,0.15748175654180782,0.4234246035675481,0.44081812756026734,0.10392331308661895,0.774,0.0,0.441247507765287
internet-computer,icp,Internet Computer,2.46,1356208794,56,48499460.0,-4.33391,-5.964023839827562,550490966.5516927,0.03576105701022316,0.03576105701022316,0.41294899314266953,0.41863652865384837,0.02267966392466391,0.89,0.0,0.4398169759082483
celestia,tia,Celestia,0.33459,299000582,129,24170628.0,-3.04119,1.7897414821155686,893579413.000089,0.08083806338544183,0.08083806338544183,0.43799945857571304,0.47028489617073194,0.05276674447310577,0.744,0.0,0.43954330960060684
chiliz,chz,Chiliz,0.03542787,366194945,116,56095193.0,-3.36548,-4.441537087768893,10338457480.0,0.15318396325760314,0.15318396325760314,0.431715332519582,0.428777918294231,0.10105470970941006,0.77,0.0,0.4389721296422294
optimism,op,Optimism,0.119944,254037413,150,52429014.0,-4.50437,2.6769628968591674,2117847344.0,0.20638304169787777,0.20638304169787777,0.40964580116163996,0.47619473942686535,0.13656294521227524,0.702,0.0,0.438926408337994
layerzero,zro,LayerZero,2.03,508396722,98,74919151.0,-6.33415,1.456097334024466,249858416.45502064,0.14736356030242068,0.14736356030242068,0.3741881300185661,0.46806246940580265,0.09716982589349553,0.806,0.0,0.43884951108851117
pi-network,pi,Pi Network,0.176967,1733254318,47,28476674.0,3.20367,-30.505114033119728,9794235355.985415,0.016429599340539478,0.016429599340539478,0.5590130187930811,0.2551666281680677,0.009776696962192332,0.908,0.0,0.4387939599174009
ethena,ena,Ethena,0.101401,861727503,74,87416544.0,-5.45727,-3.6575224442053815,8492187500.0,0.1014433724067874,0.1014433724067874,0.3911804037738474,0.4340002941036705,0.0665199557465053,0.854,0.0,0.43815140947310327
bittorrent,btt,BitTorrent,3.33158e-07,329034674,125,9142354.0,-2.90337,2.564773664699107,987037885840674.8,0.027785381670747563,0.027785381670747563,0.4406701491707236,0.4754474391858274,0.017356222869826122,0.752,0.0,0.43717279960694844
monad,mon,Monad,0.02207573,238971785,154,52171353.0,-4.87087,2.9296322665582695,10830583396.0,0.21831595307370702,0.21831595307370702,0.4025437252432582,0.47787778758793714,0.14452768144061914,0.694,0.0,0.4369923110135353
raydium,ray,Raydium,0.603864,162229684,199,35984844.0,-1.61667,1.1811299938779969,268700018.217795,0.22181417797744094,0.22181417797744094,0.46560395840450747,0.4662308929201391,0.14686260522812847,0.604,0.0,0.4360978035065473
