id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,price_change_percentage_24h,price_change_percentage_7d_in_currency,circulating_supply,volume_to_mcap,volume_to_mcap_capped,norm_24h,norm_7d,norm_volume_to_mcap,norm_rank_strength,rank_penalty,final_score
unifai-network,uai,UnifAI Network,0.513135,123067070,235,7091062.0,25.35658,59.145160920169396,239000000.0,0.05761949155042043,0.05761949155042043,1.0,0.8520702339182015,0.03744592290643091,0.5282258064516129,0.0,0.6880064975889406
dexe,dexe,DeXe,6.13,286443531,135,19008112.0,11.67571,41.82535253096654,46752636.689831376,0.0663590199912736,0.0663590199912736,0.7230431092021375,0.7364962523328423,0.04327813478349018,0.7298387096774194,0.0,0.6060804768410488
sahara-ai,sahara,Sahara AI,0.02699813,78239212,324,135853966.0,15.53995,19.158639978919386,2909166667.0,1.7363923092681455,1.5,0.80127116748328,0.5852427187935202,1.0,0.3487903225806452,0.08,0.6017376537488347
river,river,River,25.55,501999409,99,52079567.0,4.6084,39.90815204089635,19600000.0,0.10374427950770755,0.10374427950770755,0.579971783774395,0.7237028952035022,0.068226706786467,0.8024193548387096,0.0,0.575466517558163
kaspa,kas,Kaspa,0.03919206,1049015251,65,39554101.0,4.19821,28.490692111447906,26777148610.50726,0.03770593512562764,0.03770593512562764,0.5716678566823039,0.6475149100950606,0.024156867200374008,0.8709677419354839,0.0,0.5557299716500195
quant-network,qnt,Quant,74.03,1077189523,64,38669142.0,6.66943,19.248932627740462,14544176.164081175,0.03589817870889188,0.03589817870889188,0.6216954797557995,0.5858452359055829,0.022950484211192137,0.8729838709677419,0.0,0.5534239856450937
zano,zano,Zano,8.29,126191787,229,2114425.0,12.74156,31.375211052316736,15204627.93,0.016755646704646476,0.016755646704646476,0.7446202824416246,0.6667631218225308,0.010175961733495581,0.5403225806451613,0.0,0.5482036161691406
siren-2,siren,Siren,0.835585,608484440,89,27006756.0,-6.11673,48.26736316293038,728213818.6871624,0.04438364274360081,0.04438364274360081,0.36285118704312863,0.7794833802167406,0.02861314947517261,0.8225806451612904,0.0,0.5196238898566126
official-trump,trump,Official Trump,3.36,782077625,78,153048454.0,-2.12921,22.836335903628076,232498807.465716,0.19569470997204402,0.19569470997204402,0.44357493788604235,0.609783750167967,0.12958864367862077,0.844758064516129,0.0,0.5171566739393012
memecore,m,MemeCore,1.82,3175991045,32,13340662.0,-2.33803,23.948978068507763,1747848253.790784,0.004200472171041653,0.004200472171041653,0.4393475650701023,0.6172083406822051,0.0017974275220669165,0.9375,0.0,0.5135772599810663
sun-token,sun,Sun Token,0.01730301,332577745,123,62020873.0,3.51779,8.663293833348357,19221656671.77119,0.18648533743591292,0.18648533743591292,0.5578933666362264,0.5152079404113085,0.1234428873887947,0.7540322580645161,0.0,0.5061144307898713
build-on,b,BUILDon,0.239148,239148084,153,4864151.0,0.56705,32.211649179737506,1000000000.0,0.020339493917919074,0.020339493917919074,0.4981582930661328,0.6723446203335701,0.012567596067575706,0.6935483870967742,0.0,0.502085884592752
ripple,xrp,XRP,1.43,87592893936,4,2891108426.0,-0.61325,4.533926758030551,61227832454.0,0.03300619828946851,0.03300619828946851,0.47426418266169823,0.48765293612965105,0.02102055828160305,0.9939516129032258,0.0,0.5006344423619724
conflux-token,cfx,Conflux,0.061726,320388142,127,13930203.0,1.82751,19.095864115388085,5189835932.13,0.043479146615856966,0.043479146615856966,0.5236751704704993,0.5848238194423996,0.02800954562003523,0.7459677419354839,0.0,0.4972584669819827
just,jst,JUST,0.059243,522235372,96,30593443.0,1.78318,12.015303785159084,8815108920.581306,0.05858171361092714,0.05858171361092714,0.5227777495485061,0.5375756899694399,0.038088049420193684,0.8084677419354839,0.0,0.4971109841290856
aave,aave,Aave,111.15,1687867323,49,392405646.0,-1.84598,3.2536227177592645,15184035.409421552,0.23248607319593212,0.23248607319593212,0.449308674130936,0.4791095485673373,0.15414088663082914,0.9032258064516129,0.0,0.4959021611759726
bitcoin-cash,bch,Bitcoin Cash,452.44,9054790915,15,204469414.0,0.86327,-0.8048255786803346,20009778.02165078,0.022581351233773906,0.022581351233773906,0.5041550001609406,0.4520277807938411,0.014063670707379081,0.9717741935483871,0.0,0.49382423372665896
fetch-ai,fet,Artificial Superintelligence Alliance,0.203539,459765132,103,104676870.0,-6.47203,28.26039457285796,2260092822.776148,0.22767465976519508,0.22767465976519508,0.35565845856164463,0.6459781492437835,0.15093005177330818,0.7943548387096774,0.0,0.49364252857399227
fartcoin,fartcoin,Fartcoin,0.190991,190335139,180,78606098.0,-5.02256,27.91152278103704,999978899.994322,0.41298784035878944,0.41298784035878944,0.38500167317480716,0.6436501499300786,0.27459641891749265,0.6391129032258065,0.0,0.4935455164452719
tron,trx,TRON,0.299491,28381305490,8,506107339.0,-0.92239,3.4564010906959353,94751135203.8969,0.017832419272549818,0.017832419272549818,0.4680059218039274,0.480462675773658,0.010894532054757034,0.9858870967741935,0.0,0.4930391328340491
aethir,ath,Aethir,0.00667762,122498579,240,37493110.0,4.51519,15.094575520113837,18367688543.0,0.3060697544907848,0.3060697544907848,0.578084831278591,0.5581234747251785,0.20324600974015888,0.5181451612903226,0.0,0.49263750243799576
litecoin,ltc,Litecoin,55.03,4233782872,24,369108654.0,-0.80805,1.8707146893663082,76952601.98347135,0.08718176277793775,0.08718176277793775,0.47032063211795183,0.46988149110756944,0.057173924312092866,0.9536290322580645,0.0,0.492484162437805
sosovalue,soso,SoSoValue,0.434001,135417675,216,3879205.0,5.27956,23.68803716632702,312001548.0,0.028646223618888744,0.028646223618888744,0.5935588134609495,0.6154670986115189,0.018110985273227954,0.5665322580645161,0.0,0.49114537885304377
ethereum,eth,Ethereum,2107.65,254634160777,2,26100880239.0,-3.08598,3.0690305257552466,120691801.1632979,0.10250345106624664,0.10250345106624664,0.42420599099825884,0.4778777765915704,0.06739865588845141,0.9979838709677419,0.0,0.49083778235038356
pepe,pepe,Pepe,3.37e-06,1417551060,55,333559321.0,-2.34483,2.8660165182633164,420690000000000.0,0.23530674161394935,0.23530674161394935,0.43920990519485864,0.476523077010825,0.15602322341365904,0.8911290322580645,0.0,0.4898140794316738
solana,sol,Solana,87.29,49896733607,7,3719857128.0,-1.84822,0.5673018578391683,571567794.5638305,0.07455111505491699,0.07455111505491699,0.4492633273485028,0.4611839000485975,0.04874502403861747,0.9879032258064516,0.0,0.48847418425434164
dogecoin,doge,Dogecoin,0.092307,14182604673,10,1162517779.0,-1.56811,-1.3597671162198317,153475526383.7052,0.08196786174355775,0.08196786174355775,0.45493390200357875,0.4483246911522419,0.05369449453000337,0.9818548387096774,0.0,0.4861122327441538
stellar,xlm,Stellar,0.163949,5411179883,21,89674519.0,-1.42431,3.9197477739958866,32999794590.32789,0.016572082418055516,0.016572082418055516,0.45784500348299734,0.48355455876912623,0.010053462468265752,0.9596774193548387,0.0,0.48532187586055264
figure-heloc,figr_heloc,Figure Heloc,1.024,16226287030,9,39021514.0,-0.74329,-0.2751553189359694,15843541913.347,0.002404833214638383,0.002404833214638383,0.47163163998865526,0.455562236803422,0.0005991309641552509,0.9838709677419355,0.0,0.4844728329593313
htx-dao,htx,HTX DAO,1.67e-06,1529711370,52,17106059.0,-0.1564,4.641014009154754,916533066327098.8,0.011182540272286792,0.011182540272286792,0.48351269942715275,0.48836752255643695,0.006456820849991517,0.8971774193548387,0.0,0.4818320322075862
ether-fi,ethfi,Ether.fi,0.530379,418252627,111,204843885.0,-2.16577,-6.391418085030964,788764625.0,0.48976114380747215,0.48976114380747215,0.4428348136156144,0.41474880374370354,0.3258300953389142,0.7782258064516129,0.0,0.4804263599314348
cardano,ada,Cardano,0.264108,9732639357,13,445777141.0,-2.37966,0.7977948288375808,36840276194.44106,0.045802286990053113,0.045802286990053113,0.43850480321622054,0.46272196500792645,0.02955986346317277,0.9758064516129032,0.0,0.4796201922775203
avalanche-2,avax,Avalanche,9.38,4050483548,27,306914742.0,-1.48682,-1.1035742144073546,431771961.1772119,0.07577237096828716,0.07577237096828716,0.45657954483572016,0.45003425011796533,0.04956001346179865,0.9475806451612904,0.0,0.4795526608382019
bitcoin,btc,Bitcoin,69427.0,1388879120138,1,43849163059.0,-2.5759,-1.312550536594243,20003043.0,0.031571619461485685,0.031571619461485685,0.4345321011694814,0.4486397643898634,0.02006321055560579,1.0,0.0,0.47725357959120207
chainlink,link,Chainlink,8.93,6325427264,17,398126451.0,-2.40038,-1.1353066931480476,708099970.4525867,0.06294064169638992,0.06294064169638992,0.4380853454787132,0.44982250130231904,0.040996924003454546,0.967741935483871,0.0,0.47606189436128
canton-network,cc,Canton,0.144965,5519876362,20,10925479.0,-1.07374,-1.2938990996742752,38072370102.42505,0.0019792977747134545,0.0019792977747134545,0.46494197737478976,0.4487642242440771,0.00031515536253829123,0.9616935483870968,0.0,0.47580613767583213
aptos,apt,Aptos,0.938912,744970325,81,96376536.0,-1.04402,3.220239036246374,793521710.2595364,0.12936963093127232,0.12936963093127232,0.465543632006002,0.4788867813804423,0.08532745540669143,0.8387096774193549,0.0,0.4757408741131288
binancecoin,bnb,BNB,634.93,86607887345,5,1146556837.0,-2.07597,-1.8301476378730661,136357731.61,0.013238480606653343,0.013238480606653343,0.4446527337328034,0.4451858718000859,0.007828826183891116,0.9919354838709677,0.0,0.47564092182181683
bittensor,tao,Bittensor,245.77,2358747636,40,302984343.0,-7.94136,17.075443830818156,9597491.0,0.1284513605337642,0.1284513605337642,0.3259131961363732,0.5713416831787479,0.08471465946982323,0.9213709677419355,0.0,0.4752175599702191
aster-2,aster,Aster,0.683665,1678355791,50,192010779.0,-1.11516,-2.946232952552222,2455859719.12999,0.11440409717035975,0.11440409717035975,0.4641034667817612,0.4377383053658735,0.07534039897251098,0.9012096774193549,0.0,0.4736378082788486
tether-gold,xaut,Tether Gold,4613.27,2604984831,35,993719908.0,-5.0086,-9.680572743343923,564598.641692,0.38146859673594774,0.38146859673594774,0.3852842808010428,0.3928004835678153,0.2535624571588973,0.9314516129032258,0.0,0.4730626797959249
