id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,price_change_percentage_24h,price_change_percentage_7d_in_currency,circulating_supply,volume_to_mcap,volume_to_mcap_capped,norm_24h,norm_7d,norm_volume_to_mcap,norm_rank_strength,rank_penalty,final_score,risk_level,bucket
figure-heloc,figr_heloc,Figure Heloc,1.024,16226287030,9,39021514.0,-0.72727,-0.2751553189359694,15843541913.347,0.002404833214638383,0.002404833214638383,0.4930412402300842,0.45406625883483936,0.000373453590105823,0.9839679358717435,0.0,0.49085388334464647,Low,balanced
stellar,xlm,Stellar,0.163907,5409248448,21,89291182.0,-1.5641,3.8930309527039944,32999794590.32789,0.01650713271138697,0.01650713271138697,0.4761753122946755,0.4817617979657638,0.009786566863322734,0.9599198396793587,0.0,0.4906501892952952,Low,safer
ether-fi,ethfi,Ether.fi,0.530276,418420211,111,204882779.0,-1.85718,-6.409545192126638,788764625.0,0.4896579410214006,0.4896579410214006,0.47026841823099524,0.41330626786868374,0.32560897263219524,0.779559118236473,0.0,0.4889992129156133,Medium,balanced
htx-dao,htx,HTX DAO,1.67e-06,1528179224,52,17094917.0,-0.21597,4.587819379919389,916533066327098.8,0.011186460810044358,0.011186460810044358,0.503346259114893,0.4863783239124525,0.0062350831277441674,0.8977955911823647,0.0,0.48766573328996843,Medium,safer
cardano,ada,Cardano,0.264216,9736212660,13,447246527.0,-2.32061,0.8389847444229721,36840276194.44106,0.045936396689182424,0.045936396689182424,0.46092819741779967,0.4614691692882505,0.029430242381223933,0.9759519038076152,0.0,0.4864255983503144,Low,safer
avalanche-2,avax,Avalanche,9.38,4052040533,27,301756108.0,-1.39271,-1.0714526531590467,431771961.1772119,0.07447016029145925,0.07447016029145925,0.4796295997710443,0.44877525633577187,0.048476182297714276,0.9478957915831663,0.0,0.4864189199576876,Low,balanced
bitcoin,btc,Bitcoin,69522.0,1390429376930,1,47914381972.0,-2.40049,-1.1780005893545396,20003043.0,0.03446013351486618,0.03446013351486618,0.4593182523590894,0.44806729792318856,0.021769976391411896,1.0,0.0,0.48532062588231933,Low,balanced
chainlink,link,Chainlink,8.93,6327184978,17,397515525.0,-2.15911,-1.1030143340799479,708099970.4525867,0.06282660083152068,0.06282660083152068,0.4641831564436096,0.44856554455419195,0.04070424807343349,0.9679358717434869,0.0,0.4840222124301281,Low,balanced
aptos,apt,Aptos,0.938762,744932507,81,96342913.0,-0.91513,3.2037656501921066,793526458.7602051,0.12933106300863845,0.12933106300863845,0.48925500739671796,0.47718197045488925,0.08509516714247696,0.8396793587174348,0.0,0.48296919533254934,Medium,balanced
binancecoin,bnb,BNB,635.74,86675773866,5,1141916351.0,-1.99789,-1.7054185790741199,136357731.13,0.013174573471537651,0.013174573471537651,0.4674324721968051,0.4445628658703271,0.007562124131721418,0.9919839679358717,0.0,0.48270522679496,Low,balanced
aster-2,aster,Aster,0.685015,1682101478,50,192610281.0,-0.93431,-2.7546641877914264,2455859719.12999,0.11450574386808784,0.11450574386808784,0.4888684432226311,0.43759114701699786,0.07519944705698534,0.9018036072144289,0.0,0.4816118678494845,Low,balanced
canton-network,cc,Canton,0.144966,5519805336,20,10928989.0,-1.35217,-1.2932226427262616,38073007596.16518,0.0019799591352835347,0.0019799591352835347,0.4804466650274303,0.44730170428606775,8.98553133323768e-05,0.9619238476953907,0.0,0.48033438759007596,Low,balanced
ethereum-classic,etc,Ethereum Classic,8.29,1293405755,59,43915946.0,-0.5379,1.7892675151753572,155962582.4242165,0.03395372707306378,0.03395372707306378,0.4968579064264782,0.4677833289605007,0.021431956255045355,0.8837675350701403,0.0,0.4799407878845594,Medium,safer
bittensor,tao,Bittensor,245.6,2357164325,40,302948664.0,-8.20147,16.997302669621977,9597491.0,0.1285225051079118,0.1285225051079118,0.3424021396065026,0.5688332113974323,0.08455546458480194,0.9218436873747495,0.0,0.4798073691935248,Medium,balanced
tether-gold,xaut,Tether Gold,4610.96,2603826496,35,996901867.0,-5.1265,-9.72593979678615,564598.641692,0.38286032826359256,0.38286032826359256,0.40437676100337383,0.3912704636696559,0.25432286596354997,0.9318637274549099,0.0,0.47893256398639733,Medium,balanced
shiba-inu,shib,Shiba Inu,5.67e-06,3336958111,31,143317806.0,-0.99425,-3.5442987165584494,589243650032071.6,0.042948638020826505,0.042948638020826505,0.4876603797922469,0.43234441556946307,0.027435949834483296,0.9398797595190381,0.0,0.4786690690783726,Low,balanced
zebec-network,zbcn,Zebec Network,0.00212514,208238777,167,6905185.0,4.74907,5.608764874227832,97951717939.67068,0.033159938314466765,0.033159938314466765,0.6034143814771669,0.49316200248280473,0.020902111919984773,0.6673346693386774,0.0,0.4782705168308675,Medium,speculative
helium,hnt,Helium,1.27,234837106,157,6085988.0,2.79986,10.10542181430387,184755989.2075093,0.025915785216668444,0.025915785216668444,0.5641289407174211,0.5230400669756422,0.016066727896703846,0.687374749498998,0.0,0.4778002420434737,Medium,speculative
hyperliquid,hype,Hyperliquid,39.58,9436444561,14,534320071.0,-5.57316,6.5021217486929626,238385315.9541414,0.056623028678438714,0.056623028678438714,0.3953745319106911,0.4990979176896111,0.03656343916570903,0.9739478957915831,0.0,0.4776202237264487,Medium,balanced
polkadot,dot,Polkadot,1.51,2533042358,37,192838768.0,-3.00095,0.6042368551053302,1675213788.601156,0.07612931042821511,0.07612931042821511,0.44721625423749306,0.4599093855044176,0.049583644820273595,0.9278557114228457,0.0,0.4755782153595415,Medium,balanced
zcash,zec,Zcash,234.5,3899448892,29,398238761.0,-7.7657,12.819501705590456,16611447.0405448,0.10212693435141963,0.10212693435141963,0.35118488570357503,0.5410737873842093,0.06693674236865853,0.9438877755511023,0.0,0.4755274683769858,Medium,balanced
crypto-com-chain,cro,Cronos,0.074822,3162556037,33,11137046.0,-1.56405,-0.642224525183695,42283145437.14655,0.003521533174338501,0.003521533174338501,0.47617632002192806,0.45162726525277197,0.0011188372217098403,0.935871743486974,0.0,0.47524034138015114,Low,balanced
sui,sui,Sui,0.943764,3680675242,30,384058218.0,-3.1558,-2.3358099173815856,3899984688.415443,0.10434450005736202,0.10434450005736202,0.44409532293627535,0.44037422677406596,0.06841694048710366,0.9418837675350702,0.0,0.47491457416652066,Medium,balanced
tezos,xtz,Tezos,0.385305,415696997,113,15675193.0,0.33572,6.985942430356758,1078963058.189684,0.037708218036513745,0.037708218036513745,0.5144653200743299,0.502312667162911,0.02393803327676597,0.7755511022044088,0.0,0.4747417690033585,Medium,balanced
whitebit,wbt,WhiteBIT Coin,54.79,11692978645,11,77612445.0,-3.30709,0.03253228346397231,213418274.0,0.006637525591752246,0.006637525591752246,0.4410461418154408,0.45611069098758367,0.0031987242351974735,0.9799599198396793,0.0,0.4745357270074876,Medium,balanced
near,near,NEAR Protocol,1.33,1717198377,48,215386623.0,-3.67212,1.1021872840621276,1290601996.0,0.12542908605369593,0.12542908605369593,0.4336891282353083,0.4632180201698755,0.08249064501650565,0.905811623246493,0.0,0.47375656783853093,Medium,balanced
ape-and-pepe,apepe,Ape and Pepe,1.28e-06,268371532,143,20093831.0,-1.92982,17.427316329314667,210000000000000.0,0.07487318364304005,0.07487318364304005,0.4688043920784576,0.5716904397847244,0.0487451954796465,0.7154308617234469,0.0,0.47338484493154953,Medium,balanced
lighter,lit,Lighter,1.17,291827706,133,29954857.0,0.37651,6.138438784602957,250000000.0,0.10264569259232706,0.10264569259232706,0.5152874239669788,0.49668142401423554,0.06728300718059237,0.7354709418837675,0.0,0.47310153254296405,Medium,balanced
bitget-token,bgb,Bitget Token,2.13,1488574634,54,15186357.0,-0.60171,-1.3654434149423307,699992035.9787906,0.01020194530602219,0.01020194530602219,0.4955718449067449,0.44682183292413147,0.00557793101147153,0.8937875751503006,0.0,0.4723910828595228,Medium,balanced
euro-coin,eurc,EURC,1.15,433253433,109,54574485.0,0.16131,0.1334440665868394,375662236.8911921,0.12596434521500952,0.12596434521500952,0.5109501658719058,0.456781199946664,0.08284792399197582,0.7835671342685371,0.0,0.47216446623527214,Medium,balanced
vechain,vet,VeChain,0.00716097,616359493,87,13739904.0,-0.18339,1.8252202931368235,85985041177.0,0.022292029499089747,0.022292029499089747,0.5040028941926694,0.4680222174131766,0.013647915060407167,0.8276553106212425,0.0,0.46967527820072896,Medium,balanced
midnight-3,night,Midnight,0.04450833,739000821,82,339645602.0,-5.83781,-7.503150289364156,16607399400.63495,0.45960111592352343,0.45960111592352343,0.3900406315628237,0.4060398021230434,0.3055464077047649,0.8376753507014028,0.0,0.46915836626415486,Medium,balanced
xdce-crowd-sale,xdc,XDC Network,0.03209809,639935862,86,19684066.0,0.8604,-2.640151132811804,19938670955.37,0.03075943570107343,0.03075943570107343,0.5250400067719271,0.4383520297099735,0.019299805642364273,0.8296593186372746,0.0,0.46892423982308923,Medium,balanced
rain,rain,Rain,0.00870303,4160586055,25,20393320.0,-2.72976,-1.8870314962471884,478086731704.87256,0.0049015498611048435,0.0049015498611048435,0.45268196530999705,0.4433561377333264,0.002039981563769524,0.9519038076152304,0.0,0.46861302842372154,Low,balanced
nexo,nexo,NEXO,0.884987,885139983,72,6784505.0,-0.22699,-0.7188318398745996,1000000000.0,0.007664894966110688,0.007664894966110688,0.5031241560284259,0.45111824748257956,0.003884480788339724,0.8577154308617234,0.0,0.468577496888116,Medium,balanced
beldex,bdx,Beldex,0.08049,612144792,88,12502918.0,0.20568,0.20790302336400915,7606342236.723518,0.020424772314325268,0.020424772314325268,0.5118444230358388,0.45727594293958185,0.012401543616199176,0.8256513026052105,0.0,0.4683355366253009,Medium,balanced
hedera-hashgraph,hbar,Hedera,0.092118,3989200855,28,81972193.0,-2.99738,-1.5526282043385498,43303446051.94626,0.02054852487491508,0.02054852487491508,0.44728820596332675,0.4455780824481248,0.01248414694418488,0.9458917835671342,0.0,0.46823115380608216,Low,balanced
mantle,mnt,Mantle,0.732724,2402919973,39,56474366.0,-3.97686,3.296683752037254,3277944055.53684,0.02350239152138422,0.02350239152138422,0.42754723217632806,0.47779936534991413,0.01445581697882016,0.9238476953907816,0.0,0.4675265100357431,Medium,balanced
kucoin-shares,kcs,KuCoin,7.89,1042373729,66,1923536.0,-0.79787,-0.5405710806224358,132155021.7355671,0.001845341979066704,0.001845341979066704,0.49161832934945154,0.45230270218580804,0.0,0.8697394789579158,0.0,0.46695657183915007,Medium,balanced
dogwifcoin,wif,dogwifhat,0.17159,171376426,194,73185744.0,-2.37234,4.4559579762394534,998926392.0,0.4270467397890536,0.4270467397890536,0.4598856028022879,0.4855021700106165,0.2838167578584171,0.6132264529058116,0.0,0.46654635089559443,Medium,speculative
filecoin,fil,Filecoin,0.885529,675065758,85,68851436.0,-2.86106,3.132898326689817,762426361.0,0.10199219140367063,0.10199219140367063,0.450035673544741,0.4767110920911952,0.06684680309100945,0.8316633266533067,0.0,0.4653898330487187,Medium,balanced
pax-gold,paxg,PAX Gold,4613.63,2312973838,41,702133246.0,-5.30396,-10.311904276577941,501150.394,0.3035629865174463,0.3035629865174463,0.4008001354385427,0.38737701910605193,0.20139285548592792,0.9198396793587175,0.0,0.4646877989313598,Medium,balanced
algorand,algo,Algorand,0.087967,782136330,79,35260098.0,-1.83038,1.6521986229213685,8891127907.567999,0.045081780052334354,0.045081780052334354,0.47080856003837424,0.46687257386904,0.028859796177774538,0.843687374749499,0.0,0.464652749634891,Medium,safer
ylds,ylds,YLDS,0.999996,570562951,92,8589210.0,0.00708,0.016557238341029862,570565015.56,0.015053921718797336,0.015053921718797336,0.5078417303886199,0.45600454470272805,0.008816566212983115,0.8176352705410822,0.0,0.46442475316173015,Medium,balanced
monero,xmr,Monero,340.16,6277124312,18,86163392.0,-3.65204,-3.150707323115277,18446744.07370955,0.013726570913257389,0.013726570913257389,0.4340938314999415,0.4349596359862828,0.007930575705638977,0.9659318637274549,0.0,0.4640117932483721,Medium,balanced
adi-token,adi,ADI,3.27,318089171,128,2208025.0,4.06422,-5.72306956411584,97364999.92,0.006941528355267398,0.006941528355267398,0.5896115412986782,0.4178675593703034,0.003401642379787926,0.7454909819639278,0.0,0.4637464530478155,Medium,balanced
cosmos,atom,Cosmos Hub,1.85,924199519,70,32354060.0,-2.58243,2.1825790176764133,498870583.328329,0.0350076572589084,0.0350076572589084,0.45565133443242783,0.4703966896402466,0.022135441826579647,0.8617234468937875,0.0,0.46325650281799274,Medium,safer
gho,gho,GHO,0.999802,583984702,91,2954884.0,-0.05795,-0.007398768382618702,584000000.0,0.0050598654209267286,0.0050598654209267286,0.5065310803239238,0.4558453688697885,0.00214565527307202,0.8196392785571143,0.0,0.46315763002516797,Medium,balanced
